"_raw","_time","attributes.logging.googleapis.com/timestamp","data.insertId","data.labels.execution_id","data.logName","data.protoPayload.@type","data.protoPayload.authenticationInfo.principalEmail","data.protoPayload.authorizationInfo{}.granted","data.protoPayload.authorizationInfo{}.permission","data.protoPayload.authorizationInfo{}.resource","data.protoPayload.methodName","data.protoPayload.numResponseItems","data.protoPayload.request.@type","data.protoPayload.request.parent","data.protoPayload.requestMetadata.callerIp","data.protoPayload.requestMetadata.callerSuppliedUserAgent","data.protoPayload.requestMetadata.requestAttributes.time","data.protoPayload.resourceLocation.currentLocations{}","data.protoPayload.resourceName","data.protoPayload.serviceName","data.receiveTimestamp","data.resource.labels.function_name","data.resource.labels.project_id","data.resource.labels.region","data.resource.type","data.severity","data.textPayload","data.timestamp","data.trace","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,"publish_time",punct,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestartpos
"{""publish_time"": 1640149229.476, ""data"": {""insertId"": ""000000-ee91ce6b-0746-4408-bb24-37bacb8e4e1f"", ""labels"": {""execution_id"": ""fe0z7ej9oq0h""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:27.99485977Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Processing file: example-assets1640149203.7410786."", ""timestamp"": ""2021-12-22T05:00:16.903Z"", ""trace"": ""projects/adept-lodge-251409/traces/e5286eb2dee678509a515b1e26709ac9""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:16.903Z""}}","2021-12-22T05:00:16.903+0000","2021-12-22T05:00:16.903Z","000000-ee91ce6b-0746-4408-bb24-37bacb8e4e1f",fe0z7ej9oq0h,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:27.99485977Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Processing file: example-assets1640149203.7410786.","2021-12-22T05:00:16.903Z","projects/adept-lodge-251409/traces/e5286eb2dee678509a515b1e26709ac9",5,22,0,december,16,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149229.476","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,542,519
"{""publish_time"": 1640149229.476, ""data"": {""insertId"": ""000000-684360f2-2c52-49fd-96c0-4517bd94983e"", ""labels"": {""execution_id"": ""fe0z7ej9oq0h""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:27.99485977Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution started"", ""timestamp"": ""2021-12-22T05:00:16.89865204Z"", ""trace"": ""projects/adept-lodge-251409/traces/e5286eb2dee678509a515b1e26709ac9""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:16.89865204Z""}}","2021-12-22T05:00:16.898+0000","2021-12-22T05:00:16.89865204Z","000000-684360f2-2c52-49fd-96c0-4517bd94983e",fe0z7ej9oq0h,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:27.99485977Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution started","2021-12-22T05:00:16.89865204Z","projects/adept-lodge-251409/traces/e5286eb2dee678509a515b1e26709ac9",5,22,0,december,16,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149229.476","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,544,516
"{""publish_time"": 1640149216.329, ""data"": {""insertId"": ""000000-188c9d0a-0a55-41a4-a5be-5de9d3c98763"", ""labels"": {""execution_id"": ""fe0zxpd326ah""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:16.005942854Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution took 1556 ms, finished with status: 'ok'"", ""timestamp"": ""2021-12-22T05:00:07.066248063Z"", ""trace"": ""projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:07.066248063Z""}}","2021-12-22T05:00:07.066+0000","2021-12-22T05:00:07.066248063Z","000000-188c9d0a-0a55-41a4-a5be-5de9d3c98763",fe0zxpd326ah,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:16.005942854Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution took 1556 ms, finished with status: 'ok'","2021-12-22T05:00:07.066248063Z","projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588",5,22,0,december,7,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149216.329","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,579,550
"{""publish_time"": 1640149216.329, ""data"": {""insertId"": ""000000-18c6b412-ec1f-4a54-8d61-45c8cb35286c"", ""labels"": {""execution_id"": ""fe0zxpd326ah""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:16.005942854Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Info: Nothing sent to Splunk yet - the file in GCS has not completed upload. Will re-execute on full write"", ""timestamp"": ""2021-12-22T05:00:07.064Z"", ""trace"": ""projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:07.064Z""}}","2021-12-22T05:00:07.064+0000","2021-12-22T05:00:07.064Z","000000-18c6b412-ec1f-4a54-8d61-45c8cb35286c",fe0zxpd326ah,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:16.005942854Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Info: Nothing sent to Splunk yet - the file in GCS has not completed upload. Will re-execute on full write","2021-12-22T05:00:07.064Z","projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588",5,22,0,december,7,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149216.329","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,599,576
"{""publish_time"": 1640149216.329, ""data"": {""insertId"": ""000000-90f57af2-1370-4f7d-8559-6be85a9d214f"", ""labels"": {""execution_id"": ""fe0zxpd326ah""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:16.005942854Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Processing file: example-assets1640149203.7410786."", ""timestamp"": ""2021-12-22T05:00:06.843Z"", ""trace"": ""projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:06.843Z""}}","2021-12-22T05:00:06.843+0000","2021-12-22T05:00:06.843Z","000000-90f57af2-1370-4f7d-8559-6be85a9d214f",fe0zxpd326ah,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:16.005942854Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Processing file: example-assets1640149203.7410786.","2021-12-22T05:00:06.843Z","projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588",5,22,0,december,6,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149216.329","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,543,520
"{""publish_time"": 1640149216.329, ""data"": {""insertId"": ""000000-5767b173-87bf-48d2-9a98-09d258f24cba"", ""labels"": {""execution_id"": ""fe0zxpd326ah""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:16.005942854Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution started"", ""timestamp"": ""2021-12-22T05:00:05.512409606Z"", ""trace"": ""projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:05.512409606Z""}}","2021-12-22T05:00:05.512+0000","2021-12-22T05:00:05.512409606Z","000000-5767b173-87bf-48d2-9a98-09d258f24cba",fe0zxpd326ah,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:16.005942854Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution started","2021-12-22T05:00:05.512409606Z","projects/adept-lodge-251409/traces/ec8db2a04e6c46285958764f4d82f588",5,22,0,december,5,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149216.329","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,546,517
"{""publish_time"": 1640149212.852, ""data"": {""insertId"": ""000000-f12cc0fb-bbf9-4491-8ce1-8dc2b0a613d7"", ""labels"": {""execution_id"": ""bathdff4tew0""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:12.283152155Z"", ""resource"": {""labels"": {""function_name"": ""Asset-function-3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution took 2535 ms, finished with status: 'ok'"", ""timestamp"": ""2021-12-22T05:00:04.646478705Z"", ""trace"": ""projects/adept-lodge-251409/traces/a3b474638485044b36747bc165f20e35""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:04.646478705Z""}}","2021-12-22T05:00:04.646+0000","2021-12-22T05:00:04.646478705Z","000000-f12cc0fb-bbf9-4491-8ce1-8dc2b0a613d7",bathdff4tew0,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:12.283152155Z","Asset-function-3","adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution took 2535 ms, finished with status: 'ok'","2021-12-22T05:00:04.646478705Z","projects/adept-lodge-251409/traces/a3b474638485044b36747bc165f20e35",5,22,0,december,4,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149212.852","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,586,557
"{""publish_time"": 1640149212.852, ""data"": {""insertId"": ""000000-2819d193-9b25-4965-a6bd-f39441e4c4a8"", ""labels"": {""execution_id"": ""bathdff4tew0""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T05:00:12.283152155Z"", ""resource"": {""labels"": {""function_name"": ""Asset-function-3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution started"", ""timestamp"": ""2021-12-22T05:00:02.113202311Z"", ""trace"": ""projects/adept-lodge-251409/traces/a3b474638485044b36747bc165f20e35""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T05:00:02.113202311Z""}}","2021-12-22T05:00:02.113+0000","2021-12-22T05:00:02.113202311Z","000000-2819d193-9b25-4965-a6bd-f39441e4c4a8",bathdff4tew0,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T05:00:12.283152155Z","Asset-function-3","adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution started","2021-12-22T05:00:02.113202311Z","projects/adept-lodge-251409/traces/a3b474638485044b36747bc165f20e35",5,22,0,december,2,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640149212.852","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,553,524
"{""publish_time"": 1640145637.923, ""data"": {""insertId"": ""000000-ab7297cb-3b8d-4dd8-bdf3-7f95b9802301"", ""labels"": {""execution_id"": ""o5sny5m4n9vu""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:32.711306797Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution took 3054 ms, finished with status: 'ok'"", ""timestamp"": ""2021-12-22T04:00:25.203040075Z"", ""trace"": ""projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:25.203040075Z""}}","2021-12-22T04:00:25.203+0000","2021-12-22T04:00:25.203040075Z","000000-ab7297cb-3b8d-4dd8-bdf3-7f95b9802301",o5sny5m4n9vu,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:32.711306797Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution took 3054 ms, finished with status: 'ok'","2021-12-22T04:00:25.203040075Z","projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f",4,22,0,december,25,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145637.923","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,579,550
"{""publish_time"": 1640145637.923, ""data"": {""insertId"": ""000000-4e50b26d-2ecb-4bf8-959b-7c5b1536326e"", ""labels"": {""execution_id"": ""o5sny5m4n9vu""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:32.711306797Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Object size: 564796"", ""timestamp"": ""2021-12-22T04:00:24.362Z"", ""trace"": ""projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:24.362Z""}}","2021-12-22T04:00:24.362+0000","2021-12-22T04:00:24.362Z","000000-4e50b26d-2ecb-4bf8-959b-7c5b1536326e",o5sny5m4n9vu,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:32.711306797Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Object size: 564796","2021-12-22T04:00:24.362Z","projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f",4,22,0,december,24,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145637.923","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,512,489
"{""publish_time"": 1640145637.923, ""data"": {""insertId"": ""000000-b9af13d9-147b-49d1-bf54-5f8f03771551"", ""labels"": {""execution_id"": ""o5sny5m4n9vu""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:32.711306797Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Processing file: example-assets1640145606.4640908."", ""timestamp"": ""2021-12-22T04:00:24.15Z"", ""trace"": ""projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:24.15Z""}}","2021-12-22T04:00:24.150+0000","2021-12-22T04:00:24.15Z","000000-b9af13d9-147b-49d1-bf54-5f8f03771551",o5sny5m4n9vu,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:32.711306797Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Processing file: example-assets1640145606.4640908.","2021-12-22T04:00:24.15Z","projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f",4,22,0,december,24,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145637.923","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,542,520
"{""publish_time"": 1640145637.923, ""data"": {""insertId"": ""000000-8936ada9-1437-46bc-8a33-2f7da9cf503f"", ""labels"": {""execution_id"": ""o5sny5m4n9vu""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:32.711306797Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution started"", ""timestamp"": ""2021-12-22T04:00:22.150878381Z"", ""trace"": ""projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:22.150878381Z""}}","2021-12-22T04:00:22.150+0000","2021-12-22T04:00:22.150878381Z","000000-8936ada9-1437-46bc-8a33-2f7da9cf503f",o5sny5m4n9vu,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:32.711306797Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution started","2021-12-22T04:00:22.150878381Z","projects/adept-lodge-251409/traces/9a9bfd15bf8991b2709f7545010e543f",4,22,0,december,22,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145637.923","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,546,517
"{""publish_time"": 1640145620.831, ""data"": {""insertId"": ""000000-d031ebaa-0003-43f6-a256-f3ac4f2cf25f"", ""labels"": {""execution_id"": ""zfe753nxlfz1""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:19.336361746Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution took 2844 ms, finished with status: 'ok'"", ""timestamp"": ""2021-12-22T04:00:11.458843549Z"", ""trace"": ""projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:11.458843549Z""}}","2021-12-22T04:00:11.458+0000","2021-12-22T04:00:11.458843549Z","000000-d031ebaa-0003-43f6-a256-f3ac4f2cf25f",zfe753nxlfz1,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:19.336361746Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution took 2844 ms, finished with status: 'ok'","2021-12-22T04:00:11.458843549Z","projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616",4,22,0,december,11,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145620.831","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,579,550
"{""publish_time"": 1640145620.831, ""data"": {""insertId"": ""000000-2814fb23-339f-4b73-be07-b3cb2e8e20c5"", ""labels"": {""execution_id"": ""zfe753nxlfz1""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:19.336361746Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Info: Nothing sent to Splunk yet - the file in GCS has not completed upload. Will re-execute on full write"", ""timestamp"": ""2021-12-22T04:00:11.457Z"", ""trace"": ""projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:11.457Z""}}","2021-12-22T04:00:11.457+0000","2021-12-22T04:00:11.457Z","000000-2814fb23-339f-4b73-be07-b3cb2e8e20c5",zfe753nxlfz1,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:19.336361746Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Info: Nothing sent to Splunk yet - the file in GCS has not completed upload. Will re-execute on full write","2021-12-22T04:00:11.457Z","projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616",4,22,0,december,11,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145620.831","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,599,576
"{""publish_time"": 1640145620.831, ""data"": {""insertId"": ""000000-1e17180f-2942-4148-b5da-aa79e9a25216"", ""labels"": {""execution_id"": ""zfe753nxlfz1""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:19.336361746Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""textPayload"": ""Processing file: example-assets1640145606.4640908."", ""timestamp"": ""2021-12-22T04:00:11.223Z"", ""trace"": ""projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:11.223Z""}}","2021-12-22T04:00:11.223+0000","2021-12-22T04:00:11.223Z","000000-1e17180f-2942-4148-b5da-aa79e9a25216",zfe753nxlfz1,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:19.336361746Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",,"Processing file: example-assets1640145606.4640908.","2021-12-22T04:00:11.223Z","projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616",4,22,0,december,11,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145620.831","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,543,520
"{""publish_time"": 1640145620.831, ""data"": {""insertId"": ""000000-99c0f502-d0cf-49fe-8aee-9ebe54d2056f"", ""labels"": {""execution_id"": ""zfe753nxlfz1""}, ""logName"": ""projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions"", ""receiveTimestamp"": ""2021-12-22T04:00:19.336361746Z"", ""resource"": {""labels"": {""function_name"": ""AssetITE3"", ""project_id"": ""adept-lodge-251409"", ""region"": ""us-central1""}, ""type"": ""cloud_function""}, ""severity"": ""DEBUG"", ""textPayload"": ""Function execution started"", ""timestamp"": ""2021-12-22T04:00:08.617020135Z"", ""trace"": ""projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616""}, ""attributes"": {""logging.googleapis.com/timestamp"": ""2021-12-22T04:00:08.617020135Z""}}","2021-12-22T04:00:08.617+0000","2021-12-22T04:00:08.617020135Z","000000-99c0f502-d0cf-49fe-8aee-9ebe54d2056f",zfe753nxlfz1,"projects/adept-lodge-251409/logs/cloudfunctions.googleapis.com%2Fcloud-functions",,,,,,,,,,,,,,,,"2021-12-22T04:00:19.336361746Z",AssetITE3,"adept-lodge-251409","us-central1","cloud_function",DEBUG,"Function execution started","2021-12-22T04:00:08.617020135Z","projects/adept-lodge-251409/traces/b513f555fe92dc692ff50c6ee87aa616",4,22,0,december,8,wednesday,2021,local,,"$decideOnStartup","gcp_events",1,"1640145620.831","{"""":_.,_"""":_{"""":_""-----"",_"""":_{"""":_""""},_"""":_""/--//","projects/adept-lodge-251409/subscriptions/splunksubscription","google:gcp:pubsub:message","ip-172-31-43-68.eu-west-1.compute.internal",,,,546,517
